,categories,coordinates.latitude,coordinates.longitude,id,location.address1,location.address2,location.address3,location.city,location.country,location.formatted_address,location.postal_code,location.state,name,price,rating,review_count,url,cluster_id,score,path
438,[{'alias': 'wine_bars'}],34.09292649,-118.2805864,daoMX4351jdWyBT4Z2pc7Q,4019 Sunset Blvd,,,Los Angeles,US,"4019 Sunset Blvd
Los Angeles, CA 90029",90029,CA,Romeo Wine Bar,,5,6,https://www.yelp.com/biz/romeo-wine-bar-los-angeles?adjust_creative=8-OWAMyq9TD-D2E2r9j3cg&utm_campaign=yelp_api_v3&utm_medium=api_v3_graphql&utm_source=8-OWAMyq9TD-D2E2r9j3cg,11,5.77815125,2
452,"[{'alias': 'french'}, {'alias': 'cocktailbars'}, {'alias': 'breakfast_brunch'}]",34.09214891,-118.2803923,fZt2vAYJEEYw94P6lddtgw,3932 W Sunset Blvd,,,Los Angeles,US,"3932 W Sunset Blvd
Los Angeles, CA 90029",90029,CA,Café Stella,$$$,3.5,906,https://www.yelp.com/biz/caf%C3%A9-stella-los-angeles-2?adjust_creative=8-OWAMyq9TD-D2E2r9j3cg&utm_campaign=yelp_api_v3&utm_medium=api_v3_graphql&utm_source=8-OWAMyq9TD-D2E2r9j3cg,11,6.457128198,3
437,"[{'alias': 'galleries'}, {'alias': 'musicvenues'}, {'alias': 'fashion'}]",34.09232,-118.27979,FR5xFDixWnKN1NhIZAsIOA,3915 Sunset Blvd,,,Los Angeles,US,"3915 Sunset Blvd
Los Angeles, CA 90029",90029,CA,Mamacita's Market,$,5,1,https://www.yelp.com/biz/mamacitas-market-los-angeles?adjust_creative=8-OWAMyq9TD-D2E2r9j3cg&utm_campaign=yelp_api_v3&utm_medium=api_v3_graphql&utm_source=8-OWAMyq9TD-D2E2r9j3cg,11,5,4
450,"[{'alias': 'italian'}, {'alias': 'wine_bars'}, {'alias': 'breakfast_brunch'}]",34.0907745,-118.2779437,mdPdWJvKCpOJhMqrFiQqWw,3705 W Sunset Blvd,,,Los Angeles,US,"3705 W Sunset Blvd
Los Angeles, CA 90026",90026,CA,Kettle Black,$$,3.5,385,https://www.yelp.com/biz/kettle-black-los-angeles?adjust_creative=8-OWAMyq9TD-D2E2r9j3cg&utm_campaign=yelp_api_v3&utm_medium=api_v3_graphql&utm_source=8-OWAMyq9TD-D2E2r9j3cg,11,6.08546073,5
440,"[{'alias': 'theater'}, {'alias': 'comedyclubs'}]",34.093848,-118.282377,VoXyk8r4TivsLAD_i5eKqw,4212 Sunset Blvd,,,Los Angeles,US,"4212 Sunset Blvd
Los Angeles, CA 90029",90029,CA,WHO'S the ROSS - Late Night Talk Show,,5,1,https://www.yelp.com/biz/whos-the-ross-late-night-talk-show-los-angeles?adjust_creative=8-OWAMyq9TD-D2E2r9j3cg&utm_campaign=yelp_api_v3&utm_medium=api_v3_graphql&utm_source=8-OWAMyq9TD-D2E2r9j3cg,11,5,6
446,[{'alias': 'gaybars'}],34.09555,-118.28436,HM1iHLXErdkqEjfnu5ZcoA,4356 West Sunset Blvd,,,Los Angeles,US,"4356 West Sunset Blvd
Los Angeles, CA 90029",90029,CA,Bears in Space,,2,1,https://www.yelp.com/biz/bears-in-space-los-angeles?adjust_creative=8-OWAMyq9TD-D2E2r9j3cg&utm_campaign=yelp_api_v3&utm_medium=api_v3_graphql&utm_source=8-OWAMyq9TD-D2E2r9j3cg,11,2,7
453,"[{'alias': 'bars'}, {'alias': 'sandwiches'}, {'alias': 'mediterranean'}]",34.102568,-118.287531,RgLppz8IyYLM6eQZklOv9w,1725 Hillhurst Ave,,,Los Angeles,US,"1725 Hillhurst Ave
Los Angeles, CA 90027",90027,CA,Spitz - Los Feliz,$$,4,754,https://www.yelp.com/biz/spitz-los-feliz-los-angeles-2?adjust_creative=8-OWAMyq9TD-D2E2r9j3cg&utm_campaign=yelp_api_v3&utm_medium=api_v3_graphql&utm_source=8-OWAMyq9TD-D2E2r9j3cg,12,6.877371346,1
455,"[{'alias': 'cocktailbars'}, {'alias': 'newamerican'}]",34.1028276,-118.2872571,iYLyVP1uRs56wZ3FK_lCdw,1750 Hillhurst Ave,,,Los Angeles,US,"1750 Hillhurst Ave
Los Angeles, CA 90027",90027,CA,The Guest House,$$,4,331,https://www.yelp.com/biz/the-guest-house-los-angeles-3?adjust_creative=8-OWAMyq9TD-D2E2r9j3cg&utm_campaign=yelp_api_v3&utm_medium=api_v3_graphql&utm_source=8-OWAMyq9TD-D2E2r9j3cg,12,6.519827994,2
457,"[{'alias': 'chinese'}, {'alias': 'bars'}]",34.1042011,-118.2879041,APB7FhTPxh4nZHHxkaABfA,1813 Hillhurst Ave,,,Los Angeles,US,"1813 Hillhurst Ave
Los Angeles, CA 90027",90027,CA,Chi Dynasty,$$,3.5,499,https://www.yelp.com/biz/chi-dynasty-los-angeles?adjust_creative=8-OWAMyq9TD-D2E2r9j3cg&utm_campaign=yelp_api_v3&utm_medium=api_v3_graphql&utm_source=8-OWAMyq9TD-D2E2r9j3cg,12,6.198100546,3
454,"[{'alias': 'sportsbars'}, {'alias': 'chicken_wings'}]",34.10437172,-118.2878379,JuxBxV7A5NKYABDWHNrmQA,1831 Hillhurst Ave,,,Los Angeles,US,"1831 Hillhurst Ave
Los Angeles, CA 90027",90027,CA,Ye Rustic Inn,$$,3.5,620,https://www.yelp.com/biz/ye-rustic-inn-los-angeles?adjust_creative=8-OWAMyq9TD-D2E2r9j3cg&utm_campaign=yelp_api_v3&utm_medium=api_v3_graphql&utm_source=8-OWAMyq9TD-D2E2r9j3cg,12,6.292391689,4
471,[{'alias': 'comedyclubs'}],34.100522,-118.292734,-CytTH3Kq-C16iV2U9lKXw,1607 N Vermont Ave,,,Los Angeles,US,"1607 N Vermont Ave
Los Angeles, CA 90027",90027,CA,The Clubhouse,$,4.5,20,https://www.yelp.com/biz/the-clubhouse-los-angeles?adjust_creative=8-OWAMyq9TD-D2E2r9j3cg&utm_campaign=yelp_api_v3&utm_medium=api_v3_graphql&utm_source=8-OWAMyq9TD-D2E2r9j3cg,13,5.801029996,1
461,"[{'alias': 'wine_bars'}, {'alias': 'beerbar'}]",34.10025602,-118.2903099,4q6YuzsOTB4e2bbXBGXIrA,4628 Hollywood Blvd,,,Los Angeles,US,"4628 Hollywood Blvd
Los Angeles, CA 90027",90027,CA,Covell,$$,4.5,434,https://www.yelp.com/biz/covell-los-angeles?adjust_creative=8-OWAMyq9TD-D2E2r9j3cg&utm_campaign=yelp_api_v3&utm_medium=api_v3_graphql&utm_source=8-OWAMyq9TD-D2E2r9j3cg,13,7.13748973,2
475,[{'alias': 'comedyclubs'}],34.10078,-118.29077,5d8dFpBCgCAJrwamDGTcYg,4661 Hollywood Blvd,,,Los Angeles,US,"4661 Hollywood Blvd
Los Angeles, CA 90027",90027,CA,On Deck! Comedy Show,,4.5,2,https://www.yelp.com/biz/on-deck-comedy-show-los-angeles?adjust_creative=8-OWAMyq9TD-D2E2r9j3cg&utm_campaign=yelp_api_v3&utm_medium=api_v3_graphql&utm_source=8-OWAMyq9TD-D2E2r9j3cg,13,4.801029996,3
460,"[{'alias': 'hookah_bars'}, {'alias': 'cafes'}, {'alias': 'lounges'}]",34.099889,-118.292574,XAhEmo_HZNawsaYJpgg_Xg,1551 N Vermont Ave,Unit 2,,Los Angeles,US,"1551 N Vermont Ave
Unit 2
Los Angeles, CA 90027",90027,CA,Karkar Hookah Lounge & Cafe,$$,5,9,https://www.yelp.com/biz/karkar-hookah-lounge-and-cafe-los-angeles-2?adjust_creative=8-OWAMyq9TD-D2E2r9j3cg&utm_campaign=yelp_api_v3&utm_medium=api_v3_graphql&utm_source=8-OWAMyq9TD-D2E2r9j3cg,13,5.954242509,4
474,"[{'alias': 'lounges'}, {'alias': 'newamerican'}, {'alias': 'hookah_bars'}]",34.1022651,-118.2917498,d2ECD_VYVuRFg9b6q1XD1Q,1714 N Vermont Ave,,,Los Angeles,US,"1714 N Vermont Ave
Los Angeles, CA 90027",90027,CA,Rockwell Table & Stage,$$,3.5,1235,https://www.yelp.com/biz/rockwell-table-and-stage-los-angeles-3?adjust_creative=8-OWAMyq9TD-D2E2r9j3cg&utm_campaign=yelp_api_v3&utm_medium=api_v3_graphql&utm_source=8-OWAMyq9TD-D2E2r9j3cg,13,6.591666958,5
473,"[{'alias': 'theater'}, {'alias': 'specialtyschools'}, {'alias': 'comedyclubs'}]",34.10255,-118.29219,97tJ9qpugJ3SpC7o1lElgQ,1727 N Vermont Ave,Ste 211,,Los Angeles,US,"1727 N Vermont Ave
Ste 211
Los Angeles, CA 90027",90027,CA,Impro Theatre,,5,31,https://www.yelp.com/biz/impro-theatre-los-angeles-3?adjust_creative=8-OWAMyq9TD-D2E2r9j3cg&utm_campaign=yelp_api_v3&utm_medium=api_v3_graphql&utm_source=8-OWAMyq9TD-D2E2r9j3cg,13,6.491361694,6
646,"[{'alias': 'latin'}, {'alias': 'seafood'}, {'alias': 'bars'}]",34.10507,-118.2728548,sYXSgqcBUHtcACUkh3JuQA,2524 Hyperion Ave,,,Los Angeles,US,"2524 Hyperion Ave
Los Angeles, CA 90027",90027,CA,Ceviche Project,,4.5,61,https://www.yelp.com/biz/ceviche-project-los-angeles?adjust_creative=8-OWAMyq9TD-D2E2r9j3cg&utm_campaign=yelp_api_v3&utm_medium=api_v3_graphql&utm_source=8-OWAMyq9TD-D2E2r9j3cg,15,6.285329835,1
643,"[{'alias': 'mexican'}, {'alias': 'breakfast_brunch'}, {'alias': 'cocktailbars'}]",34.10596,-118.27281,vAGszIli2pkHf_0HolmLmw,2609 Hyperion Ave,,,Los Angeles,US,"2609 Hyperion Ave
Los Angeles, CA 90027",90027,CA,Mi Corazon,$$,4,241,https://www.yelp.com/biz/mi-corazon-los-angeles?adjust_creative=8-OWAMyq9TD-D2E2r9j3cg&utm_campaign=yelp_api_v3&utm_medium=api_v3_graphql&utm_source=8-OWAMyq9TD-D2E2r9j3cg,15,6.382017043,2
642,[{'alias': 'cocktailbars'}],34.1060199,-118.2728416,lIciD_8H5AsKn-8TYZVNmw,2611 Hyperion Ave,,,Silver Lake,US,"2611 Hyperion Ave
Silver Lake, CA 90027",90027,CA,The Friend,$$,4,102,https://www.yelp.com/biz/the-friend-silver-lake?adjust_creative=8-OWAMyq9TD-D2E2r9j3cg&utm_campaign=yelp_api_v3&utm_medium=api_v3_graphql&utm_source=8-OWAMyq9TD-D2E2r9j3cg,15,6.008600172,3
645,[{'alias': 'comedyclubs'}],34.10618,-118.27298,EzrtAtJXGGEVA124U108PQ,2609 N Hyperion Ave,,,Los Angeles,US,"2609 N Hyperion Ave
Los Angeles, CA 90027",90027,CA,FROLIC - Live Comedy,,4,2,https://www.yelp.com/biz/frolic-live-comedy-los-angeles?adjust_creative=8-OWAMyq9TD-D2E2r9j3cg&utm_campaign=yelp_api_v3&utm_medium=api_v3_graphql&utm_source=8-OWAMyq9TD-D2E2r9j3cg,15,4.301029996,4
659,"[{'alias': 'winetastingroom'}, {'alias': 'winetasteclasses'}, {'alias': 'wine_bars'}]",34.0715753,-118.3631536,KGP8ock5YIqlgm_e5IfD1A,7948 W 3rd St,,,Los Angeles,US,"7948 W 3rd St
Los Angeles, CA 90048",90048,CA,The Blending Lab Winery,$$,4.5,65,https://www.yelp.com/biz/the-blending-lab-winery-los-angeles?adjust_creative=8-OWAMyq9TD-D2E2r9j3cg&utm_campaign=yelp_api_v3&utm_medium=api_v3_graphql&utm_source=8-OWAMyq9TD-D2E2r9j3cg,16,6.312913357,1
652,[{'alias': 'bars'}],34.0723,-118.360238,Wr8_v3gkTSsfgxjDgQYb9w,6333 W 3rd St,,,Los Angeles,US,"6333 W 3rd St
Los Angeles, CA 90036",90036,CA,Bar 236,,4,4,https://www.yelp.com/biz/bar-236-los-angeles?adjust_creative=8-OWAMyq9TD-D2E2r9j3cg&utm_campaign=yelp_api_v3&utm_medium=api_v3_graphql&utm_source=8-OWAMyq9TD-D2E2r9j3cg,16,4.602059991,2
648,"[{'alias': 'sportsbars'}, {'alias': 'wine_bars'}]",34.0722,-118.36037,pynpHJVEJGvBAZ3EfYwrUA,6333 3rd St,,,Los Angeles,US,"6333 3rd St
Los Angeles, CA 90036",90036,CA,326,$,4,71,https://www.yelp.com/biz/326-los-angeles?adjust_creative=8-OWAMyq9TD-D2E2r9j3cg&utm_campaign=yelp_api_v3&utm_medium=api_v3_graphql&utm_source=8-OWAMyq9TD-D2E2r9j3cg,16,5.851258349,3
650,"[{'alias': 'sportsbars'}, {'alias': 'beerbar'}, {'alias': 'musicvenues'}]",34.072114,-118.360948,llHsOrnBxMgXjbIx05gBNA,6333 W 3rd St,,,Los Angeles,US,"6333 W 3rd St
Los Angeles, CA 90036",90036,CA,E.B.'s Beer and Wine,$$,4,54,https://www.yelp.com/biz/e-b-s-beer-and-wine-los-angeles?adjust_creative=8-OWAMyq9TD-D2E2r9j3cg&utm_campaign=yelp_api_v3&utm_medium=api_v3_graphql&utm_source=8-OWAMyq9TD-D2E2r9j3cg,16,5.73239376,4
653,"[{'alias': 'newamerican'}, {'alias': 'breakfast_brunch'}, {'alias': 'cocktailbars'}]",34.07363113,-118.3615776,T1Bi3NRAmLGbmNg82NaKmQ,115 S Fairfax Ave,,,Los Angeles,US,"115 S Fairfax Ave
Los Angeles, CA 90036",90036,CA,Tart Restaurant,$$,3.5,1287,https://www.yelp.com/biz/tart-restaurant-los-angeles?adjust_creative=8-OWAMyq9TD-D2E2r9j3cg&utm_campaign=yelp_api_v3&utm_medium=api_v3_graphql&utm_source=8-OWAMyq9TD-D2E2r9j3cg,16,6.609578547,5
658,"[{'alias': 'bars'}, {'alias': 'tradamerican'}, {'alias': 'breakfast_brunch'}]",34.07216255,-118.3594947,8q0v6iguW46m9pGm8-hlVQ,6333 W 3rd St,"Ste O20, P20",,Los Angeles,US,"6333 W 3rd St
Ste O20, P20
Los Angeles, CA 90036",90036,CA,Mixology 101,$$,3,626,https://www.yelp.com/biz/mixology-101-los-angeles?adjust_creative=8-OWAMyq9TD-D2E2r9j3cg&utm_campaign=yelp_api_v3&utm_medium=api_v3_graphql&utm_source=8-OWAMyq9TD-D2E2r9j3cg,16,5.796574333,6
669,"[{'alias': 'musicvenues'}, {'alias': 'venues'}]",34.0627,-118.34889,Gc5tn6bsEn9A3LQYfxtk_Q,5515 Wilshire Blvd,,,Los Angeles,US,"5515 Wilshire Blvd
Los Angeles, CA 90036",90036,CA,El Rey Theatre,$$,4,542,https://www.yelp.com/biz/el-rey-theatre-los-angeles-2?adjust_creative=8-OWAMyq9TD-D2E2r9j3cg&utm_campaign=yelp_api_v3&utm_medium=api_v3_graphql&utm_source=8-OWAMyq9TD-D2E2r9j3cg,17,6.733999287,1
660,[{'alias': 'danceclubs'}],34.059699,-118.345276,248YGea_H_vgAfF31mXDzg,831 S La Brea Ave,,,Los Angeles,US,"831 S La Brea Ave
Los Angeles, CA 90036",90036,CA,La Brea Night Club,$$$,2.5,7,https://www.yelp.com/biz/la-brea-night-club-los-angeles?adjust_creative=8-OWAMyq9TD-D2E2r9j3cg&utm_campaign=yelp_api_v3&utm_medium=api_v3_graphql&utm_source=8-OWAMyq9TD-D2E2r9j3cg,17,3.34509804,2
668,"[{'alias': 'mexican'}, {'alias': 'lounges'}, {'alias': 'venues'}]",34.0596284,-118.3451919,zpCjv61s-5b-WJSd8opFvA,831 S La Brea Ave,,,Los Angeles,US,"831 S La Brea Ave
Los Angeles, CA 90036",90036,CA,Candela,$$,4,650,https://www.yelp.com/biz/candela-los-angeles?adjust_creative=8-OWAMyq9TD-D2E2r9j3cg&utm_campaign=yelp_api_v3&utm_medium=api_v3_graphql&utm_source=8-OWAMyq9TD-D2E2r9j3cg,17,6.812913357,3
667,"[{'alias': 'breweries'}, {'alias': 'newamerican'}, {'alias': 'cocktailbars'}]",34.06469,-118.34368,l96wBEMriHr7RJJM_voP7A,600 S La Brea Ave,,,Los Angeles,US,"600 S La Brea Ave
Los Angeles, CA 90036",90036,CA,6th & La Brea Brewery & Restaurant,$$,4,313,https://www.yelp.com/biz/6th-and-la-brea-brewery-and-restaurant-los-angeles?adjust_creative=8-OWAMyq9TD-D2E2r9j3cg&utm_campaign=yelp_api_v3&utm_medium=api_v3_graphql&utm_source=8-OWAMyq9TD-D2E2r9j3cg,17,6.495544338,4
662,"[{'alias': 'french'}, {'alias': 'breakfast_brunch'}, {'alias': 'cocktailbars'}]",34.06415,-118.34367,z0zaCVA-p_5xTsyUZrmR0g,624 S La Brea Ave,,,Los Angeles,US,"624 S La Brea Ave
Los Angeles, CA 90036",90036,CA,République,$$,4,5276,https://www.yelp.com/biz/r%C3%A9publique-los-angeles-2?adjust_creative=8-OWAMyq9TD-D2E2r9j3cg&utm_campaign=yelp_api_v3&utm_medium=api_v3_graphql&utm_source=8-OWAMyq9TD-D2E2r9j3cg,17,7.722304787,5
674,"[{'alias': 'indpak'}, {'alias': 'bars'}, {'alias': 'newamerican'}]",34.07878,-118.36113,9OqeSaKmGjo2xhvcSI-Xog,418 N Fairfax Ave,,,Los Angeles,US,"418 N Fairfax Ave
Los Angeles, CA 90036",90036,CA,Badmaash - Fairfax,$$,4,235,https://www.yelp.com/biz/badmaash-fairfax-los-angeles-2?adjust_creative=8-OWAMyq9TD-D2E2r9j3cg&utm_campaign=yelp_api_v3&utm_medium=api_v3_graphql&utm_source=8-OWAMyq9TD-D2E2r9j3cg,18,6.371067862,1
671,"[{'alias': 'divebars'}, {'alias': 'djs'}]",34.0795101,-118.3613451,IHvHvAui1JcH-Em60yqlAQ,442 N Fairfax Ave,,,Los Angeles,US,"442 N Fairfax Ave
Los Angeles, CA 90036",90036,CA,The Dime,$$,3.5,339,https://www.yelp.com/biz/the-dime-los-angeles?adjust_creative=8-OWAMyq9TD-D2E2r9j3cg&utm_campaign=yelp_api_v3&utm_medium=api_v3_graphql&utm_source=8-OWAMyq9TD-D2E2r9j3cg,18,6.030199698,2
675,"[{'alias': 'russian'}, {'alias': 'bars'}, {'alias': 'venues'}]",34.0810145,-118.3616401,AXpdx39fhSnZ8tHQ_mZLdg,531 North Fairfax Ave,,,Los Angeles,US,"531 North Fairfax Ave
Los Angeles, CA 90036",90036,CA,Maxim Restaurant & Banquet Hall,$$$,4.5,74,https://www.yelp.com/biz/maxim-restaurant-and-banquet-hall-los-angeles?adjust_creative=8-OWAMyq9TD-D2E2r9j3cg&utm_campaign=yelp_api_v3&utm_medium=api_v3_graphql&utm_source=8-OWAMyq9TD-D2E2r9j3cg,18,6.36923172,3
673,[{'alias': 'lounges'}],34.08185,-118.3599,pIV5JZfbQgiUUVj6Mc_-gA,544 N Fairfax Ave,,Greenway Court Theatre,Los Angeles,US,"544 N Fairfax Ave
Greenway Court Theatre
Los Angeles, CA 90036",90036,CA,Da Poetry Lounge,$,4.5,4,https://www.yelp.com/biz/da-poetry-lounge-los-angeles-3?adjust_creative=8-OWAMyq9TD-D2E2r9j3cg&utm_campaign=yelp_api_v3&utm_medium=api_v3_graphql&utm_source=8-OWAMyq9TD-D2E2r9j3cg,18,5.102059991,4
681,[{'alias': 'jazzandblues'}],34.06393,-118.359234,9jsOOhxbeT63kM2mSre35A,5905 Wilshire Blvd,,,Los Angeles,US,"5905 Wilshire Blvd
Los Angeles, CA 90036",90036,CA,Jazz at LACMA,$,4.5,23,https://www.yelp.com/biz/jazz-at-lacma-los-angeles?adjust_creative=8-OWAMyq9TD-D2E2r9j3cg&utm_campaign=yelp_api_v3&utm_medium=api_v3_graphql&utm_source=8-OWAMyq9TD-D2E2r9j3cg,19,5.861727836,1
679,[{'alias': 'irish_pubs'}],34.0652146,-118.3615249,1y2jGa5aPkZOPCowww_FuA,577 S Fairfax Ave,,,Los Angeles,US,"577 S Fairfax Ave
Los Angeles, CA 90036",90036,CA,Molly Malone's Irish Import Shop,,4,1,https://www.yelp.com/biz/molly-malones-irish-import-shop-los-angeles?adjust_creative=8-OWAMyq9TD-D2E2r9j3cg&utm_campaign=yelp_api_v3&utm_medium=api_v3_graphql&utm_source=8-OWAMyq9TD-D2E2r9j3cg,19,4,2
682,"[{'alias': 'irish'}, {'alias': 'pubs'}, {'alias': 'musicvenues'}]",34.06528854,-118.3616943,NV3K4jTXJzzEpOC2jJal5A,575 S Fairfax Ave,,,Los Angeles,US,"575 S Fairfax Ave
Los Angeles, CA 90036",90036,CA,Molly Malone's,$$,3.5,252,https://www.yelp.com/biz/molly-malones-los-angeles?adjust_creative=8-OWAMyq9TD-D2E2r9j3cg&utm_campaign=yelp_api_v3&utm_medium=api_v3_graphql&utm_source=8-OWAMyq9TD-D2E2r9j3cg,19,5.901400541,3
680,"[{'alias': 'italian'}, {'alias': 'pizza'}, {'alias': 'cocktailbars'}]",34.062667,-118.361142,asip6_MfHBEriphbYixrdg,6060 Wilshire Blvd,,,Los Angeles,US,"6060 Wilshire Blvd
Los Angeles, CA 90036",90036,CA,Drago Ristorante,$$,3.5,107,https://www.yelp.com/biz/drago-ristorante-los-angeles?adjust_creative=8-OWAMyq9TD-D2E2r9j3cg&utm_campaign=yelp_api_v3&utm_medium=api_v3_graphql&utm_source=8-OWAMyq9TD-D2E2r9j3cg,19,5.529383778,4
698,"[{'alias': 'cocktailbars'}, {'alias': 'newamerican'}, {'alias': 'breakfast_brunch'}]",34.08322,-118.34669,TJNKJoR2VLUn5esoTkOkbg,7212 Melrose Ave,,,Los Angeles,US,"7212 Melrose Ave
Los Angeles, CA 90046",90046,CA,LN2 Restaurant,,4.5,79,https://www.yelp.com/biz/ln2-restaurant-los-angeles-2?adjust_creative=8-OWAMyq9TD-D2E2r9j3cg&utm_campaign=yelp_api_v3&utm_medium=api_v3_graphql&utm_source=8-OWAMyq9TD-D2E2r9j3cg,20,6.397627091,1
683,"[{'alias': 'bars'}, {'alias': 'breakfast_brunch'}, {'alias': 'british'}]",34.08372821,-118.3509961,bL8ypAeHQR1VOZLFgmSR7g,7383 Melrose Ave,,,Los Angeles,US,"7383 Melrose Ave
Los Angeles, CA 90046",90046,CA,The Village Idiot,$$,4,1232,https://www.yelp.com/biz/the-village-idiot-los-angeles?adjust_creative=8-OWAMyq9TD-D2E2r9j3cg&utm_campaign=yelp_api_v3&utm_medium=api_v3_graphql&utm_source=8-OWAMyq9TD-D2E2r9j3cg,20,7.090610708,2
696,[{'alias': 'lounges'}],34.083469,-118.3510004,6pkjbG-TCWKEMReFXiBnnw,7384 Melrose Ave,,,Los Angeles,US,"7384 Melrose Ave
Los Angeles, CA 90046",90046,CA,Glass Hookah Lounge,$$,4,349,https://www.yelp.com/biz/glass-hookah-lounge-los-angeles?adjust_creative=8-OWAMyq9TD-D2E2r9j3cg&utm_campaign=yelp_api_v3&utm_medium=api_v3_graphql&utm_source=8-OWAMyq9TD-D2E2r9j3cg,20,6.542825427,3
695,[{'alias': 'comedyclubs'}],34.08330154,-118.3501358,dcOqCyTgyfbloeOSC-KmvA,7356 Melrose Ave,,,Los Angeles,US,"7356 Melrose Ave
Los Angeles, CA 90046",90046,CA,The Comedy Institute,,5,2,https://www.yelp.com/biz/the-comedy-institute-los-angeles?adjust_creative=8-OWAMyq9TD-D2E2r9j3cg&utm_campaign=yelp_api_v3&utm_medium=api_v3_graphql&utm_source=8-OWAMyq9TD-D2E2r9j3cg,20,5.301029996,4
686,"[{'alias': 'comedyclubs'}, {'alias': 'cafes'}]",34.083301,-118.350135,N5-fjLHu3L0ycCrV8nsA6A,7356 Melrose Ave,,,Los Angeles,US,"7356 Melrose Ave
Los Angeles, CA 90046",90046,CA,Sal's Comedy Hole,$$,4.5,29,https://www.yelp.com/biz/sals-comedy-hole-los-angeles?adjust_creative=8-OWAMyq9TD-D2E2r9j3cg&utm_campaign=yelp_api_v3&utm_medium=api_v3_graphql&utm_source=8-OWAMyq9TD-D2E2r9j3cg,20,5.962397998,5
685,"[{'alias': 'theater'}, {'alias': 'nightlife'}]",34.0833505,-118.3501246,yuqLBmSNyBTutTtsyy2ECg,7356 Melrose Ave,,Ciao Cristina,Los Angeles,US,"7356 Melrose Ave
Ciao Cristina
Los Angeles, CA 90046",90046,CA,The Meatballs of Comedy,,5,2,https://www.yelp.com/biz/the-meatballs-of-comedy-los-angeles?adjust_creative=8-OWAMyq9TD-D2E2r9j3cg&utm_campaign=yelp_api_v3&utm_medium=api_v3_graphql&utm_source=8-OWAMyq9TD-D2E2r9j3cg,20,5.301029996,6
705,"[{'alias': 'italian'}, {'alias': 'wine_bars'}]",34.1390609,-118.2100965,asxu2hNOGLRWBbAvVGGuBw,1948 Colorado Blvd,,,Los Angeles,US,"1948 Colorado Blvd
Los Angeles, CA 90041",90041,CA,Blair's,$$,4,173,https://www.yelp.com/biz/blairs-los-angeles-2?adjust_creative=8-OWAMyq9TD-D2E2r9j3cg&utm_campaign=yelp_api_v3&utm_medium=api_v3_graphql&utm_source=8-OWAMyq9TD-D2E2r9j3cg,21,6.238046103,1
702,"[{'alias': 'brewpubs'}, {'alias': 'newamerican'}, {'alias': 'cocktailbars'}]",34.13925997,-118.2128175,s30PlOxqan7QO3hbiHjArQ,2133 Colorado Blvd,,,Los Angeles,US,"2133 Colorado Blvd
Los Angeles, CA 90041",90041,CA,Relentless Brewing & Spirits,$$,4.5,32,https://www.yelp.com/biz/relentless-brewing-and-spirits-los-angeles?adjust_creative=8-OWAMyq9TD-D2E2r9j3cg&utm_campaign=yelp_api_v3&utm_medium=api_v3_graphql&utm_source=8-OWAMyq9TD-D2E2r9j3cg,21,6.005149978,2
704,"[{'alias': 'cocktailbars'}, {'alias': 'gastropubs'}, {'alias': 'beerbar'}]",34.13895474,-118.2133553,zqNoHN9RmS-292KNb1pUvg,2136 Colorado Blvd,unit B,,Los Angeles,US,"2136 Colorado Blvd
unit B
Los Angeles, CA 90041",90041,CA,5 Line Tavern,$$,4,376,https://www.yelp.com/biz/5-line-tavern-los-angeles?adjust_creative=8-OWAMyq9TD-D2E2r9j3cg&utm_campaign=yelp_api_v3&utm_medium=api_v3_graphql&utm_source=8-OWAMyq9TD-D2E2r9j3cg,21,6.575187845,3
714,"[{'alias': 'tradamerican'}, {'alias': 'pubs'}]",34.10865402,-118.193924,dXy800lWaAxUbiXvQa-g9A,5570 N Figueroa St,,,Los Angeles,US,"5570 N Figueroa St
Los Angeles, CA 90042",90042,CA,The Greyhound Bar & Grill,$$,4,553,https://www.yelp.com/biz/the-greyhound-bar-and-grill-los-angeles?adjust_creative=8-OWAMyq9TD-D2E2r9j3cg&utm_campaign=yelp_api_v3&utm_medium=api_v3_graphql&utm_source=8-OWAMyq9TD-D2E2r9j3cg,22,6.742725131,1
715,[{'alias': 'bars'}],34.10929,-118.19403,lWPrvA6Lum7oz2Cmo3J9DQ,5607 N Figueroa St,,,Los Angeles,US,"5607 N Figueroa St
Los Angeles, CA 90042",90042,CA,Gold Line,$$,4,51,https://www.yelp.com/biz/gold-line-los-angeles?adjust_creative=8-OWAMyq9TD-D2E2r9j3cg&utm_campaign=yelp_api_v3&utm_medium=api_v3_graphql&utm_source=8-OWAMyq9TD-D2E2r9j3cg,22,5.707570176,2
706,"[{'alias': 'cocktailbars'}, {'alias': 'jazzandblues'}, {'alias': 'seafood'}]",34.1093212,-118.1930016,lb5DcGxQshrl_ogWT6qZPA,5630 N Figueroa St,,,Los Angeles,US,"5630 N Figueroa St
Los Angeles, CA 90042",90042,CA,ETA,$$,4.5,147,https://www.yelp.com/biz/eta-los-angeles?adjust_creative=8-OWAMyq9TD-D2E2r9j3cg&utm_campaign=yelp_api_v3&utm_medium=api_v3_graphql&utm_source=8-OWAMyq9TD-D2E2r9j3cg,22,6.667317335,3
